,User_ID,Cust_name,Product_ID,Gender,Age Group,Age,Marital_Status,State,Zone,Occupation,Product_Category,Orders,Amount,marrage_status
2394,1003901,Paromita,P00352242,F,18-25,25,1,Karnataka,Southern,Hospitality,Food,2,15179.0,Married
2395,1004013,Michelle,P00173042,F,26-35,31,0,Karnataka,Southern,Construction,Food,2,15178.0,Unmarried
2396,1003804,Sheetal,P00025442,F,26-35,29,0,Karnataka,Southern,Lawyer,Food,3,15176.0,Unmarried
2397,1001797,Akshata,P00210042,F,36-45,38,1,Delhi,Central,Aviation,Food,4,15174.0,Married
2398,1000092,Gene,P00177242,M,18-25,21,0,Madhya Pradesh,Central,Govt,Food,1,15173.0,Unmarried
2399,1005837,Kunst,P00034442,F,26-35,28,1,Andhra Pradesh,Southern,Media,Food,1,15171.0,Married
2400,1005255,Liston,P00304042,F,0-17,16,0,Uttar Pradesh,Central,Hospitality,Food,2,15169.0,Unmarried
2401,1002564,Adam,P00259942,M,36-45,39,0,Uttar Pradesh,Central,Healthcare,Food,3,15168.0,Unmarried
2402,1002922,Goranitis,P00248142,F,26-35,29,0,Maharashtra,Western,Hospitality,Food,2,15166.0,Unmarried
2403,1001278,Phalguni,P00199442,F,18-25,18,0,Delhi,Central,Aviation,Food,1,15165.0,Unmarried
2404,1003201,Sonal,P00195342,F,46-50,47,0,Delhi,Central,Hospitality,Food,3,15165.0,Unmarried
2405,1004140,Bertelson,P00193042,F,26-35,32,1,Andhra Pradesh,Southern,IT Sector,Food,2,15164.0,Married
2406,1004444,Xylona,P00277642,M,26-35,26,0,Karnataka,Southern,IT Sector,Food,1,15163.0,Unmarried
2407,1004084,Tillman,P00229942,F,55+,80,0,Maharashtra,Western,Automobile,Food,4,15163.0,Unmarried
2408,1002870,Eric,P00048442,M,51-55,53,1,Maharashtra,Western,Chemical,Food,1,15162.0,Married
2409,1002541,Elijah,P00052642,M,36-45,40,1,Kerala,Southern,Chemical,Food,3,15161.0,Married
2410,1004958,Corey,P00184342,F,18-25,23,0,Karnataka,Southern,Govt,Food,4,15160.0,Unmarried
2411,1002334,Moumita,P00339842,M,55+,61,1,Telangana,Southern,Construction,Hand & Power Tools,1,15151.0,Married
2412,1003064,Reed,P00358442,F,36-45,41,1,Delhi,Central,Govt,Hand & Power Tools,4,15102.0,Married
2413,1001680,Vasudev,P00006942,M,26-35,26,1,Delhi,Central,Hospitality,Hand & Power Tools,1,14928.0,Married
2414,1000637,Lawera,P00113042,F,36-45,38,1,Delhi,Central,Banking,Hand & Power Tools,4,14893.0,Married
2415,1003346,Pete,P00052242,F,36-45,36,0,Delhi,Central,Hospitality,Hand & Power Tools,4,14759.0,Unmarried
2416,1002063,Shreyshi,P00018642,F,26-35,27,1,Delhi,Central,Retail,Hand & Power Tools,3,14663.0,Married
2417,1002888,Corey-Lock,P00184942,F,26-35,31,0,Andhra Pradesh,Southern,IT Sector,Auto,2,14641.0,Unmarried
2418,1003727,Baird,P00186342,F,36-45,39,0,Uttar Pradesh,Central,Hospitality,Auto,2,14640.0,Unmarried
2419,1003331,Jaideep,P00154042,M,26-35,32,0,Himachal Pradesh,Northern,Healthcare,Hand & Power Tools,2,14627.0,Unmarried
2420,1002334,Moumita,P00003442,M,55+,85,0,Uttar Pradesh,Central,Banking,Hand & Power Tools,4,14564.0,Unmarried
2421,1003585,Kirti,P00213442,F,36-45,40,1,Andhra Pradesh,Southern,IT Sector,Auto,1,14325.0,Married
2422,1001470,Abhijeet,P00309742,F,18-25,20,0,Maharashtra,Western,Govt,Auto,2,14323.0,Unmarried
2423,1001939,Gainer,P00111042,M,36-45,44,0,Karnataka,Southern,Hospitality,Auto,4,14255.0,Unmarried
2424,1001150,Becky,P00112542,M,26-35,28,0,Punjab,Northern,Aviation,Hand & Power Tools,4,14187.0,Unmarried
2425,1003533,Erin,P00039942,M,26-35,31,1,Andhra Pradesh,Southern,Lawyer,Auto,2,14160.0,Married
2426,1002526,Shreya,P00274242,F,55+,82,0,Andhra Pradesh,Southern,Media,Auto,1,14063.0,Unmarried
2427,1001248,Calhoun,P00344242,M,36-45,36,0,Madhya Pradesh,Central,Aviation,Auto,1,13977.0,Unmarried
2428,1003910,Rohan,P00249642,F,26-35,26,0,Andhra Pradesh,Southern,Construction,Auto,1,13963.0,Unmarried
2429,1001941,Gopal,P00259142,M,36-45,26,1,Uttar Pradesh,Central,Lawyer,Auto,1,13867.0,Married
2430,1001202,Diwakar,P00277642,F,36-45,39,0,Andhra Pradesh,Southern,Food Processing,Auto,3,13832.0,Unmarried
2431,1001050,Nishant,P00184842,F,26-35,30,0,Maharashtra,Western,Retail,Sports Products,4,13702.0,Unmarried
2432,1003816,Eichhorn,P00177042,M,26-35,28,0,Gujarat,Western,IT Sector,Sports Products,3,13699.0,Unmarried
2433,1000148,Rutuja,P00024742,F,51-55,51,0,Gujarat,Western,Govt,Sports Products,3,13675.0,Unmarried
2434,1001978,Sathya,P00220242,F,0-17,12,0,Karnataka,Southern,Retail,Sports Products,3,13667.0,Unmarried
2435,1002011,Brijesh,P00193542,M,36-45,44,0,Delhi,Central,Retail,Sports Products,3,13662.0,Unmarried
2436,1000669,Jesslyn,P00051142,F,26-35,34,0,Maharashtra,Western,Media,Sports Products,3,13662.0,Unmarried
2437,1005457,Andreadi,P00226342,F,18-25,25,1,Maharashtra,Western,Agriculture,Sports Products,2,13658.0,Married
2438,1005390,Naresj,P00221042,M,0-17,17,1,Uttar Pradesh,Central,Automobile,Sports Products,1,13655.0,Married
2439,1003024,Hildebrand,P00303942,F,36-45,45,1,Maharashtra,Western,Agriculture,Sports Products,4,13653.0,Married
2440,1000490,Lloyd,P00110742,F,0-17,16,1,Bihar,Eastern,Hospitality,Sports Products,4,13650.0,Married
2441,1004259,Vicky,P00340642,F,36-45,45,0,Karnataka,Southern,Hospitality,Sports Products,4,13647.0,Unmarried
2442,1005475,Frank,P00284642,F,26-35,32,0,Haryana,Northern,Media,Sports Products,2,13624.0,Unmarried
2443,1001550,Andrew,P00132042,F,18-25,24,0,Maharashtra,Western,Retail,Sports Products,2,13618.0,Unmarried
2444,1000285,Tiffany,P00184442,M,36-45,44,1,Karnataka,Southern,Lawyer,Sports Products,4,13613.0,Married
2445,1002504,Murry,P00059742,F,26-35,34,1,Bihar,Eastern,Chemical,Sports Products,3,13610.0,Married
2446,1001920,Yash,P00215442,M,36-45,44,1,Delhi,Central,Media,Sports Products,4,13610.0,Married
2447,1001796,Wardle,P00087342,F,51-55,54,0,Karnataka,Southern,Healthcare,Sports Products,1,13609.0,Unmarried
2448,1005394,Cari,P00033542,F,18-25,23,0,Andhra Pradesh,Southern,Textile,Sports Products,1,13608.0,Unmarried
2449,1004422,Andreada,P00057542,F,26-35,32,0,Himachal Pradesh,Northern,IT Sector,Sports Products,3,13607.0,Unmarried
2450,1001076,Armstrong,P00000142,M,26-35,34,1,Maharashtra,Western,Automobile,Sports Products,3,13598.0,Married
2451,1005851,Sakshi,P00031042,M,18-25,20,0,Maharashtra,Western,IT Sector,Sports Products,2,13583.0,Unmarried
2452,1005536,Troy,P00261542,F,26-35,31,0,Uttar Pradesh,Central,Govt,Sports Products,1,13578.0,Unmarried
2453,1005575,Medina,P00240442,F,36-45,44,0,Gujarat,Western,Lawyer,Sports Products,2,13576.0,Unmarried
2454,1001667,Mane,P00132642,F,51-55,51,0,Bihar,Eastern,IT Sector,Sports Products,2,13575.0,Unmarried
2455,1004104,Heather,P00087442,F,18-25,21,1,Maharashtra,Western,Chemical,Sports Products,3,13560.0,Married
2456,1006040,Pond,P00211242,F,26-35,27,0,Bihar,Eastern,Media,Sports Products,1,13557.0,Unmarried
2457,1003402,Charlotte,P00090942,F,36-45,38,1,Maharashtra,Western,IT Sector,Sports Products,3,13556.0,Married
2458,1003771,Chirag,P00345542,F,26-35,31,0,Andhra Pradesh,Southern,Healthcare,Sports Products,2,13547.0,Unmarried
2459,1002407,Kelly,P00088942,F,36-45,40,0,Bihar,Eastern,Healthcare,Sports Products,2,13546.0,Unmarried
2460,1001466,Karandeep,P00237742,F,18-25,21,1,Maharashtra,Western,Aviation,Sports Products,2,13545.0,Married
2461,1000476,Manjiri,P00304142,F,36-45,45,0,Uttar Pradesh,Central,Textile,Sports Products,4,13545.0,Unmarried
2462,1003775,Van,P00118742,F,36-45,39,0,Uttar Pradesh,Central,Banking,Sports Products,3,13536.0,Unmarried
2463,1002180,Rahul,P00010942,F,26-35,30,0,Bihar,Eastern,Healthcare,Sports Products,1,13533.0,Unmarried
2464,1002638,Damala,P00313542,F,26-35,34,0,Uttar Pradesh,Central,Healthcare,Sports Products,3,13528.0,Unmarried
2465,1000802,Marley,P00010842,F,26-35,28,0,Himachal Pradesh,Northern,Textile,Sports Products,2,13527.0,Unmarried
2466,1004328,Hilary,P00058642,F,51-55,55,1,Maharashtra,Western,Media,Sports Products,2,13522.0,Married
2467,1001540,Nelson,P00251242,F,46-50,48,1,Haryana,Northern,IT Sector,Sports Products,1,13520.0,Married
2468,1001088,Phan,P00332342,M,0-17,17,0,Maharashtra,Western,Retail,Sports Products,1,13515.0,Unmarried
2469,1004854,Joe,P00117942,M,51-55,55,1,Andhra Pradesh,Southern,Hospitality,Sports Products,3,13501.0,Married
2470,1004021,Aishwarya,P00113342,F,51-55,54,1,Karnataka,Southern,Automobile,Sports Products,2,13498.0,Married
2471,1001978,Sathya,P00034742,M,0-17,14,0,Bihar,Eastern,Hospitality,Sports Products,3,13495.0,Unmarried
2472,1004875,Ober,P00322542,F,36-45,45,1,Haryana,Northern,Hospitality,Sports Products,1,13493.0,Married
2473,1004472,Yogesh,P00085942,M,46-50,50,0,Uttar Pradesh,Central,Aviation,Sports Products,3,13488.0,Unmarried
2474,1003808,Vishakha,P00042942,F,26-35,33,0,Uttar Pradesh,Central,Retail,Sports Products,3,13481.0,Unmarried
2475,1003709,Phillip,P00028442,F,26-35,29,0,Karnataka,Southern,Lawyer,Sports Products,1,13480.0,Unmarried
2476,1005540,Joseph,P00344042,F,36-45,45,1,Gujarat,Western,IT Sector,Sports Products,1,13467.0,Married
2477,1002018,Vittorini,P00036142,F,36-45,38,0,Uttar Pradesh,Central,Aviation,Sports Products,2,13466.0,Unmarried
2478,1001889,Carl,P00157542,M,18-25,18,1,Karnataka,Southern,Textile,Sports Products,1,13465.0,Married
2479,1003773,Victoria,P00100942,F,36-45,45,0,Karnataka,Southern,Lawyer,Sports Products,2,13458.0,Unmarried
2480,1005676,Bhutekar,P00112142,M,26-35,35,0,Delhi,Central,IT Sector,Sports Products,1,13455.0,Unmarried
2481,1003327,Dilbeck,P00229742,F,18-25,25,1,Haryana,Northern,Hospitality,Sports Products,1,13455.0,Married
2482,1005753,Vernon,P00295942,F,18-25,21,1,Karnataka,Southern,Media,Sports Products,3,13453.0,Married
2483,1004220,Hughes,P00254242,F,36-45,41,0,Maharashtra,Western,Chemical,Sports Products,4,13430.0,Unmarried
2484,1003992,Ross,P0095742,F,26-35,34,1,Andhra Pradesh,Southern,Lawyer,Sports Products,3,13429.0,Married
2485,1004905,Bremer,P00051442,M,46-50,46,1,Madhya Pradesh,Central,Aviation,Sports Products,1,13429.0,Married
2486,1005468,Kshitij,P00268842,F,26-35,35,1,Uttar Pradesh,Central,Aviation,Sports Products,4,13424.0,Married
2487,1004602,Valerie,P00138542,F,36-45,44,1,Uttar Pradesh,Central,IT Sector,Sports Products,2,13423.0,Married
2488,1002125,Noshiba,P00341342,F,36-45,42,0,Bihar,Eastern,IT Sector,Sports Products,3,13403.0,Unmarried
2489,1004386,Kiran,P00178942,F,26-35,35,1,Gujarat,Western,Healthcare,Sports Products,2,13403.0,Married
2490,1004457,Kane,P00156042,F,36-45,37,0,Uttar Pradesh,Central,Hospitality,Sports Products,1,13403.0,Unmarried
2491,1000998,Charles,P00370342,F,46-50,48,0,Bihar,Eastern,Textile,Sports Products,3,13400.0,Unmarried
2492,1005005,Alice,P00026642,F,46-50,47,1,Haryana,Northern,Healthcare,Sports Products,3,13397.0,Married
2493,1003154,Clark,P00115542,M,26-35,33,0,Kerala,Southern,IT Sector,Sports Products,2,13396.0,Unmarried
2494,1001797,Akshata,P00276042,F,36-45,41,0,Gujarat,Western,Govt,Sports Products,4,13393.0,Unmarried
2495,1003562,Sonal,P00003242,M,26-35,34,1,Andhra Pradesh,Southern,Banking,Sports Products,2,13391.0,Married
2496,1002682,Ward,P0097342,F,18-25,23,0,Karnataka,Southern,Healthcare,Sports Products,3,13387.0,Unmarried
2497,1003129,Palak,P00308342,F,26-35,27,0,Uttar Pradesh,Central,Healthcare,Sports Products,1,13383.0,Unmarried
2498,1005777,Laura,P00113942,F,0-17,16,0,Gujarat,Western,IT Sector,Sports Products,2,13381.0,Unmarried
2499,1001172,Astrea,P0099442,M,26-35,35,1,Madhya Pradesh,Central,Govt,Sports Products,1,13376.0,Married
2500,1001696,Brumfield,P00053542,F,36-45,45,0,Madhya Pradesh,Central,Healthcare,Sports Products,3,13371.0,Unmarried
2501,1000033,Yaanvi,P00080342,F,46-50,48,1,Maharashtra,Western,Construction,Sports Products,1,13371.0,Married
2502,1005683,Yoseph,P00037242,M,18-25,20,0,Uttarakhand,Central,Textile,Sports Products,2,13367.0,Unmarried
2503,1002666,Glantz,P00295742,F,46-50,47,1,Karnataka,Southern,Aviation,Sports Products,4,13354.0,Married
2504,1004810,Schnelling,P00029542,F,18-25,24,1,Himachal Pradesh,Northern,Food Processing,Sports Products,2,13351.0,Married
2505,1003242,Sneha,P00263042,F,51-55,55,0,Uttar Pradesh,Central,Banking,Sports Products,3,13348.0,Unmarried
2506,1000131,Megha,P00188442,F,18-25,23,0,Haryana,Northern,Chemical,Sports Products,4,13345.0,Unmarried
2507,1000100,Schwarz,P00032042,F,36-45,39,0,Himachal Pradesh,Northern,Construction,Sports Products,4,13338.0,Unmarried
2508,1000331,Bhargav,P00112142,F,26-35,29,1,Maharashtra,Western,Agriculture,Sports Products,3,13337.0,Married
2509,1001958,MaryBeth,P00025042,M,26-35,32,0,Uttar Pradesh,Central,Healthcare,Sports Products,3,13334.0,Unmarried
2510,1004058,Shaily,P00036342,F,26-35,28,1,Gujarat,Western,Construction,Games & Toys,1,13329.0,Married
2511,1005332,Kendrick,P00338542,F,18-25,18,1,Uttar Pradesh,Central,IT Sector,Games & Toys,2,13327.0,Married
2512,1003776,Shagiari,P00259142,M,26-35,31,1,Karnataka,Southern,Food Processing,Games & Toys,2,13326.0,Married
2513,1003345,Jim,P00145042,F,26-35,30,0,Andhra Pradesh,Southern,Healthcare,Sports Products,2,13325.0,Unmarried
2514,1004360,Tyler,P00190542,M,26-35,33,0,Delhi,Central,Retail,Games & Toys,3,13322.0,Unmarried
2515,1000934,Hagelstein,P00145642,M,36-45,37,0,Himachal Pradesh,Northern,Agriculture,Games & Toys,1,13308.0,Unmarried
2516,1004342,Subhashree,P00125942,F,26-35,31,0,Maharashtra,Western,Hospitality,Sports Products,1,13304.0,Unmarried
2517,1006000,Weirich,P00126242,F,46-50,49,0,Maharashtra,Western,Healthcare,Sports Products,4,13297.0,Unmarried
2518,1004681,Wallace,P00110042,M,36-45,36,1,Delhi,Central,Media,Sports Products,1,13292.0,Married
2519,1002590,Dave,P00123642,F,18-25,23,0,Madhya Pradesh,Central,Automobile,Sports Products,1,13291.0,Unmarried
2520,1005455,Gillingham,P00248142,M,18-25,19,1,Rajasthan,Northern,Healthcare,Games & Toys,1,13289.0,Married
2521,1005455,Gillingham,P00248142,M,18-25,19,1,Rajasthan,Northern,Healthcare,Games & Toys,4,13289.0,Married
2522,1001593,Samiksha,P00294542,F,26-35,34,1,Maharashtra,Western,Healthcare,Games & Toys,1,13286.0,Married
2523,1002089,Shagiari,P00059442,F,36-45,40,0,Himachal Pradesh,Northern,Construction,Games & Toys,1,13284.0,Unmarried
2524,1004568,Mark,P00279542,M,26-35,26,0,Andhra Pradesh,Southern,Hospitality,Sports Products,4,13282.0,Unmarried
2525,1004625,Jackson,P00119442,F,26-35,27,0,Maharashtra,Western,Banking,Games & Toys,1,13277.0,Unmarried
2526,1002017,Wiener,P00146742,F,26-35,27,0,Uttar Pradesh,Central,Banking,Games & Toys,3,13277.0,Unmarried
2527,1004183,Meg,P00130842,F,26-35,27,0,Andhra Pradesh,Southern,IT Sector,Games & Toys,2,13276.0,Unmarried
2528,1004578,Atul,P00074042,F,26-35,30,0,Bihar,Eastern,Aviation,Games & Toys,4,13272.0,Unmarried
2529,1000550,Coakley,P00091142,F,46-50,50,1,Karnataka,Southern,Banking,Books,1,13264.0,Married
2530,1004236,Federle,P00192042,M,26-35,29,1,Kerala,Southern,Banking,Games & Toys,2,13263.0,Married
2531,1004441,Hunter,P00100742,F,18-25,22,0,Maharashtra,Western,Media,Games & Toys,1,13263.0,Unmarried
2532,1005046,Derr,P00324742,M,26-35,31,0,Delhi,Central,Agriculture,Stationery,1,13260.0,Unmarried
2533,1000476,Manjiri,P00011842,F,36-45,43,1,Haryana,Northern,Banking,Games & Toys,3,13260.0,Married
2534,1004728,Larry,P00312842,F,26-35,28,1,Karnataka,Southern,IT Sector,Games & Toys,2,13259.0,Married
2535,1003081,Kalyani,P00075442,F,26-35,30,0,Haryana,Northern,Media,Sports Products,1,13251.0,Unmarried
2536,1003087,Phillina,P00034042,M,0-17,15,0,Uttar Pradesh,Central,Healthcare,Stationery,2,13250.0,Unmarried
2537,1003490,Gaurav,P00116042,F,26-35,30,1,Gujarat,Western,Media,Games & Toys,4,13249.0,Married
2538,1005102,Doherty,P00303042,M,26-35,30,0,Madhya Pradesh,Central,Govt,Books,4,13248.0,Unmarried
2539,1004490,Adhvaita,P00159542,F,36-45,37,0,Madhya Pradesh,Central,Aviation,Games & Toys,1,13245.0,Unmarried
2540,1004940,Preis,P00258942,M,51-55,53,0,Maharashtra,Western,Media,Games & Toys,4,13239.0,Unmarried
2541,1004285,Bhishm,P00002042,F,36-45,38,0,Uttar Pradesh,Central,Banking,Sports Products,1,13235.0,Unmarried
2542,1001736,Martinez,P00363242,F,55+,82,0,Karnataka,Southern,Aviation,Books,3,13231.0,Unmarried
2543,1003648,Amit,P00004542,F,18-25,25,1,Haryana,Northern,Food Processing,Sports Products,2,13228.0,Married
2544,1002611,Rachna,P00288342,F,26-35,28,0,Delhi,Central,Retail,Stationery,2,13220.0,Unmarried
2545,1001096,Joy,P00035242,F,0-17,16,1,Madhya Pradesh,Central,Banking,Sports Products,4,13218.0,Married
2546,1005126,Franz,P00173342,M,26-35,31,1,Maharashtra,Western,IT Sector,Books,1,13215.0,Married
2547,1005543,Philisse,P00121642,M,26-35,35,1,Jharkhand,Eastern,Media,Books,1,13213.0,Married
2548,1000531,Noel,P00110842,M,18-25,18,1,Karnataka,Southern,Healthcare,Sports Products,1,13212.0,Married
2549,1004904,Priyanshu,P00288442,F,51-55,54,0,Himachal Pradesh,Northern,Hospitality,Games & Toys,3,13210.0,Unmarried
2550,1000402,Karen,P00187442,F,26-35,30,0,Uttar Pradesh,Central,Govt,Sports Products,4,13206.0,Unmarried
2551,1004713,David,P00164342,F,26-35,33,0,Madhya Pradesh,Central,IT Sector,Games & Toys,1,13205.0,Unmarried
2552,1000524,Ober,P00287242,F,18-25,22,1,Karnataka,Southern,Food Processing,Sports Products,4,13202.0,Married
2553,1002096,Nunn,P00196442,M,26-35,33,1,Haryana,Northern,Healthcare,Books,1,13201.0,Married
2554,1004544,Odella,P00339042,F,55+,88,0,Karnataka,Southern,Agriculture,Books,2,13201.0,Unmarried
2555,1003658,John,P00199642,M,26-35,32,1,Uttar Pradesh,Central,Healthcare,Sports Products,4,13201.0,Married
2556,1005038,Trevino,P00028542,F,26-35,27,1,Karnataka,Southern,Aviation,Games & Toys,3,13199.0,Married
2557,1003477,Deggeller,P00188442,M,51-55,53,0,Andhra Pradesh,Southern,Retail,Sports Products,2,13195.0,Unmarried
2558,1002092,Shivangi,P00222242,F,55+,80,1,Maharashtra,Western,Agriculture,Sports Products,1,13195.0,Married
2559,1003224,Kushal,P00285642,M,26-35,30,1,Delhi,Central,Retail,Sports Products,3,13194.0,Married
2560,1004488,Arntzen,P00280442,F,36-45,39,1,Maharashtra,Western,Media,Games & Toys,4,13186.0,Married
2561,1005273,Krutika,P00110842,F,55+,76,1,Karnataka,Southern,Healthcare,Games & Toys,1,13184.0,Married
2562,1004899,Wasserman,P00121342,M,26-35,35,1,Delhi,Central,Banking,Books,3,13183.0,Married
2563,1005457,Andreadi,P00161942,F,18-25,20,0,Bihar,Eastern,IT Sector,Games & Toys,1,13176.0,Unmarried
2564,1004682,Vishakha,P00250842,F,26-35,34,0,Himachal Pradesh,Northern,Food Processing,Games & Toys,1,13168.0,Unmarried
2565,1002335,Williamson,P00313542,F,51-55,53,0,Karnataka,Southern,Aviation,Games & Toys,4,13162.0,Unmarried
2566,1005025,Moren,P00316642,F,26-35,30,0,Jharkhand,Eastern,Food Processing,Games & Toys,1,13158.0,Unmarried
2567,1002532,Gaurav,P00120842,M,55+,77,1,Rajasthan,Northern,Retail,Games & Toys,2,13158.0,Married
2568,1003312,Corey-Lock,P00248142,M,18-25,19,1,Uttar Pradesh,Central,Media,Games & Toys,2,13156.0,Married
2569,1004674,Suman,P00220742,M,36-45,40,1,Bihar,Eastern,Govt,Stationery,3,13151.0,Married
2570,1001015,Bharat,P00342742,F,36-45,40,1,Karnataka,Southern,Banking,Games & Toys,1,13151.0,Married
2571,1001224,Bierner,P00302942,F,51-55,55,0,Karnataka,Southern,Chemical,Books,4,13148.0,Unmarried
2572,1004041,Fritzler,P00359642,F,18-25,25,0,Uttar Pradesh,Central,Retail,Stationery,4,13148.0,Unmarried
2573,1005787,Aditya,P00051442,F,26-35,28,1,Uttar Pradesh,Central,Govt,Games & Toys,1,13146.0,Married
2574,1003313,Roland,P00242742,F,36-45,45,1,Maharashtra,Western,Chemical,Games & Toys,2,13144.0,Married
2575,1001451,Sink,P00016742,F,36-45,41,0,Maharashtra,Western,Media,Games & Toys,2,13143.0,Unmarried
2576,1000338,Nunn,P00252042,F,36-45,40,0,Karnataka,Southern,IT Sector,Books,4,13140.0,Unmarried
2577,1001398,Workman,P00295742,M,55+,90,0,Uttar Pradesh,Central,Automobile,Games & Toys,1,13140.0,Unmarried
2578,1001503,Willman,P00000342,F,26-35,35,0,Karnataka,Southern,Retail,Games & Toys,3,13139.0,Unmarried
2579,1001181,Cathy,P00319242,F,36-45,44,0,Karnataka,Southern,Automobile,Games & Toys,4,13139.0,Unmarried
2580,1002559,Riya,P00223642,F,18-25,21,0,Delhi,Central,Hospitality,Stationery,4,13134.0,Unmarried
2581,1003491,Freymann,P00207742,M,26-35,34,0,Uttar Pradesh,Central,Media,Stationery,1,13133.0,Unmarried
2582,1003032,Matthias,P00329242,F,26-35,27,1,Uttar Pradesh,Central,Aviation,Books,3,13127.0,Married
2583,1005916,Surbhi,P0097742,F,51-55,55,1,Karnataka,Southern,Aviation,Books,1,13120.0,Married
2584,1001778,Paige,P00211542,F,18-25,18,1,Karnataka,Southern,Lawyer,Games & Toys,2,13119.0,Married
2585,1000347,Melton,P00106942,M,55+,74,0,Delhi,Central,Textile,Games & Toys,2,13114.0,Unmarried
2586,1000957,Goldenen,P00329642,F,36-45,41,1,Andhra Pradesh,Southern,Banking,Games & Toys,4,13111.0,Married
2587,1003610,Pournamasi,P00173342,F,18-25,23,1,Maharashtra,Western,Banking,Games & Toys,2,13109.0,Married
2588,1001356,Resi,P00330642,M,18-25,23,1,Madhya Pradesh,Central,Govt,Games & Toys,4,13104.0,Married
2589,1005788,Bixby,P00066242,M,26-35,29,0,Delhi,Central,Lawyer,Stationery,3,13100.0,Unmarried
2590,1005974,Akanksha,P00112442,M,26-35,30,0,Himachal Pradesh,Northern,Textile,Games & Toys,1,13100.0,Unmarried
2591,1005718,Nat,P00034442,M,36-45,36,1,Karnataka,Southern,IT Sector,Games & Toys,3,13098.0,Married
2592,1003041,Mitali,P00355142,F,26-35,33,1,Delhi,Central,Media,Stationery,1,13087.0,Married
2593,1002841,Gunjal,P00148342,F,51-55,54,0,Haryana,Northern,Govt,Games & Toys,2,13083.0,Unmarried
2594,1003477,Deggeller,P00220442,M,51-55,55,1,Himachal Pradesh,Northern,Healthcare,Books,4,13083.0,Married
2595,1001905,Bhosale,P00112342,M,36-45,44,0,Andhra Pradesh,Southern,IT Sector,Games & Toys,1,13078.0,Unmarried
2596,1003095,Chung,P00347642,M,26-35,26,0,Maharashtra,Western,IT Sector,Games & Toys,4,13077.0,Unmarried
2597,1000757,Karandeep,P00034742,F,26-35,35,0,Uttar Pradesh,Central,Govt,Games & Toys,4,13067.0,Unmarried
2598,1000586,Keith,P00184942,F,36-45,45,0,Uttar Pradesh,Central,Banking,Games & Toys,4,13058.0,Unmarried
2599,1003129,Palak,P00250842,F,26-35,31,1,Maharashtra,Western,IT Sector,Games & Toys,4,13056.0,Married
2600,1002665,Champaklata,P00034042,F,36-45,39,1,Himachal Pradesh,Northern,Chemical,Games & Toys,4,13055.0,Married
2601,1002402,Lichtenstein,P00193142,M,46-50,46,0,Uttar Pradesh,Central,Retail,Games & Toys,4,13055.0,Unmarried
2602,1000731,Raglin,P00317942,F,46-50,50,0,Maharashtra,Western,Healthcare,Games & Toys,1,13053.0,Unmarried
2603,1003679,Epp,P00262642,M,26-35,32,1,Madhya Pradesh,Central,Aviation,Books,3,13052.0,Married
2604,1004112,Mrunal,P00124342,F,46-50,49,0,Karnataka,Southern,Healthcare,Books,2,13051.0,Unmarried
2605,1000770,Kelly,P0095542,F,18-25,19,1,Uttar Pradesh,Central,Food Processing,Games & Toys,1,13042.0,Married
2606,1005184,Zic,P00283142,F,18-25,25,0,Maharashtra,Western,Chemical,Games & Toys,1,13041.0,Unmarried
2607,1004213,Workman,P00000642,F,36-45,39,0,Karnataka,Southern,Hospitality,Games & Toys,2,13036.0,Unmarried
2608,1002088,Divyansha,P00264542,F,51-55,52,1,Karnataka,Southern,Lawyer,Games & Toys,1,13016.0,Married
2609,1001347,Seth,P00003642,M,18-25,22,1,Kerala,Southern,Aviation,Games & Toys,1,13012.0,Married
2610,1005108,Erica,P00177942,M,26-35,28,0,Himachal Pradesh,Northern,Construction,Books,4,12997.0,Unmarried
2611,1002418,Crowe,P00156142,F,0-17,17,1,Maharashtra,Western,IT Sector,Games & Toys,4,12994.0,Married
2612,1002786,Nancy,P00181842,F,26-35,27,1,Maharashtra,Western,Automobile,Games & Toys,3,12989.0,Married
2613,1003829,Harshita,P00029342,M,26-35,28,0,Madhya Pradesh,Central,IT Sector,Games & Toys,2,12987.0,Unmarried
2614,1004093,Jamie,P00313342,F,26-35,28,0,Maharashtra,Western,Lawyer,Games & Toys,3,12984.0,Unmarried
2615,1003159,Charles,P00350442,M,26-35,27,0,Kerala,Southern,Healthcare,Games & Toys,1,12981.0,Unmarried
2616,1003159,Charles,P00350442,M,26-35,27,0,Maharashtra,Western,Healthcare,Games & Toys,2,12981.0,Unmarried
2617,1001181,Cathy,P00015542,F,36-45,40,1,Karnataka,Southern,Aviation,Books,4,12975.0,Married
2618,1006036,Halladay,P00185842,M,26-35,29,0,Karnataka,Southern,Aviation,Games & Toys,1,12973.0,Unmarried
2619,1000623,McGrath,P00249642,F,26-35,33,0,Gujarat,Western,Agriculture,Games & Toys,3,12971.0,Unmarried
2620,1000141,Apsingekar,P00111042,F,36-45,37,0,Uttar Pradesh,Central,Food Processing,Games & Toys,3,12970.0,Unmarried
2621,1004408,Harsh,P00323542,M,46-50,50,0,Madhya Pradesh,Central,Healthcare,Games & Toys,3,12964.0,Unmarried
2622,1001381,Daksh,P00070942,F,18-25,22,0,Delhi,Central,Govt,Stationery,3,12962.0,Unmarried
